"V1","V2","V3","V4","V5"
0.387129118200392,0.782342465099646,0.261658917836106,0.4350904306923,0.0622831032087561
0.689013245981187,0.441762978822226,0.409786879738156,0.970352462134378,0.845285394141683
0.361372190061957,0.0575491736817639,0.651804149178763,0.342586233695864,0.650057353224838
0.691389872226864,0.986268037609989,0.493330467301715,0.155907360008266,0.364785912533989
0.799462316324934,0.625420216907514,0.732390743077868,0.785725684764092,0.349538744980237
0.155588973546401,0.0385732780850958,0.0883621057400806,0.940712228707263,0.981681409728481
0.336437336169183,0.974126219429309,0.235704949134097,0.0171553577837114,0.164244012004929
0.794570486526936,0.186798751208698,0.907142811345086,0.421033397882449,0.0724773731490131
0.427643971750513,0.171516032511136,0.791045762756056,0.4358016439127,0.465390147903236
0.249653852777556,0.364218096743571,0.0528569268503504,0.30634662120643,0.766097482788609
0.960146057419479,0.506864544615382,0.980574622018954,0.713463363632924,0.0512009223748464
0.816721807233989,0.744089607411297,0.614550011336231,0.992842736661216,0.868822291929973
0.0441725407727063,0.0550665777700488,0.692217920770777,0.0605402193296487,0.685360127215972
0.64612872316502,0.604647951578954,0.60315326857173,0.588821561578561,0.348594779527048
0.383093322627246,0.579986821074272,0.0588032066128474,0.18374678683702,0.516138938808581
0.190367400180548,0.723384531243937,0.262029299550973,0.219282847636773,0.0626739382569212
0.276401632931083,0.866265889402712,0.108697577692837,0.0955960206432532,0.0956901454192121
0.673896047053859,0.307965716609033,0.663872664240276,0.543551620111338,0.487482953438303
0.00750370300374925,0.0499304168915842,0.683525260931473,0.0278490669327705,0.728173664858332
0.094498191261664,0.354116281116148,0.330399461380522,0.284031696270187,0.943211696547223
0.584859373513609,0.884912234352669,0.479665177552066,0.240996160093306,0.354069127730327
0.164552993141115,0.0892146874975879,0.582297595839791,0.383077119902165,0.697888719529146
0.32934103324078,0.0813955777848605,0.570191499269748,0.62287213844917,0.668625137623167
0.445470740320161,0.395041596697411,0.0281996323318854,0.189504504926558,0.500667619839078
0.39679478155449,0.522190466843313,0.505320413406593,0.315964199727482,0.856279797182651
0.399266358930618,0.445651200396242,0.721061354525634,0.379494567035787,0.00636040125391446
0.930445381673053,0.0842594303248916,0.977424458490997,0.377613582774048,0.0540645483124536
0.407006672816351,0.806488529226044,0.276977231944954,0.238462825026569,0.334142769541359
0.8108221499715,0.446896919776918,0.621322426756551,0.946384680821197,0.255047944461694
0.647293494315818,0.625110349064926,0.396196289630793,0.885078585400164,0.573018851835513
0.35759048582986,0.678870528732659,0.204726975492023,0.324256459616873,0.258345888199983
0.58456353074871,0.153400000039255,0.87013368520849,0.424745093175959,0.279678071412491
0.330294186482206,0.184552567574428,0.834015899500831,0.527164580247783,0.441430316277547
0.978633538819849,0.864540731039597,0.951164829466891,0.963616960337474,0.955634241952794
0.417996837990358,0.653964897530386,0.403289511535114,0.246236971226328,0.0648387333203573
0.355568633647636,0.68579194493941,0.331304362938763,0.209569997553118,0.190872225182829
0.395763523876667,0.694395821337821,0.196714148725418,0.343782641934783,0.289216641773237
0.477233878802508,0.341099991783267,0.889795162345255,0.573700669244883,0.529880550602684
0.904648695606738,0.854331795853795,0.846237615446363,0.903561277653373,0.729835538921179
0.415971865877509,0.945490548183443,0.294999588647257,0.0856446276125916,0.166144434857415
0.600587200140581,0.672600458463421,0.481009108885587,0.869510040492799,0.622000975505216
0.946070508332923,0.827730541612254,0.905855384545339,0.933543208533661,0.909670599125093
0.342234378214926,0.380374917323934,0.481664812827829,0.500484490421057,0.538816997403046
0.402485154336318,0.329228137474274,0.002819487413877,0.0311748202158408,0.82934000363457
0.214946376392618,0.444176868739305,0.0670826505154167,0.216763824379061,0.809932579839369
0.518243680242449,0.306075276486808,0.524563822269536,0.549045768028109,0.660281568678329
0.824324594577774,0.522866257437272,0.833765345931816,0.761593993149706,0.856598020909587
0.554132933728397,0.028206149378093,0.651907647796904,0.202062905984932,0.650817296205787
0.478817884111777,0.837778235465521,0.293614119393307,0.285970457377639,0.298083545378176
0.247283480595797,0.417744684702484,0.350078811333211,0.678144267324109,0.33778507556417
0.549518026178703,0.941002863663016,0.345824568364485,0.304606559322438,0.297916163894115
0.00590237323194742,0.835514779522782,0.080649809934712,0.0511722562495079,0.0159513512335252
0.363656297791749,0.191942735546036,0.633434654063548,0.245483713931566,0.357239756820491
0.891500415513292,0.0391581224685069,0.954344677318686,0.254331527345569,0.106802935799351
0.478358829859644,0.40525841715862,0.584917398683559,0.602589662706382,0.872704027715372
0.728227105922997,0.00137359448126517,0.0179512304091385,0.991940647972034,0.975018282508245
0.588649933459237,0.0834199671226088,0.867538296938279,0.331549728795625,0.315229098283453
0.70975689147599,0.325694220518926,0.80692269918515,0.54444928791057,0.179360359936254
0.320597606012598,0.853768150525866,0.167820903479441,0.154299105612409,0.064945630118018
0.338126658229157,0.592440763575723,0.198700277669073,0.390029464687898,0.507017817959422
0.516445639776066,0.81697500179871,0.452736776883193,0.136290352186199,0.355759851023322
0.703747752122581,0.526985264761606,0.541525540028644,0.857893099398037,0.763909386791056
0.185348348226398,0.622429664450465,0.0492977875349893,0.127100693779258,0.1259394735971
0.395999129163101,0.82531720525003,0.158477135574929,0.203603716936976,0.17873209938989
0.911789884557948,0.451409020781284,0.844999170241886,0.802893121799859,0.687627203733427
0.123475332511589,0.0635829281818587,0.163590607575637,0.773805297256735,0.967509964160854
